230124#2014-11-08 14:09:53#230124#2014-11-08 14:09:53#1009280#\N#0106000020E6100000010000000103000000010000000500000038F17AD5AF845C40865A2E7656364940413787AD91855C40CA241BF6983649403B79688AC6855C40F8E6D42179354940852D6E8AE4845C402087DA993635494038F17AD5AF845C40865A2E7656364940#0101000020E610000087D7F4263B855C407BBFE3C5E7354940#Сибирский#Забайкальский край#Ононский#нелесной#2014-11-09#f
230124#2014-11-08 14:09:53#230124#2014-11-08 14:09:53#1009280#\N#0106000020E6100000010000000103000000010000000500000038F17AD5AF845C40865A2E7656364940413787AD91855C40CA241BF6983649403B79688AC6855C40F8E6D42179354940852D6E8AE4845C402087DA993635494038F17AD5AF845C40865A2E7656364940#0101000020E610000087D7F4263B855C407BBFE3C5E7354940#Сибирский#Забайкальский край#Акшинский#нелесной#2014-11-09#f
230125#2014-11-08 14:09:53#230125#2014-11-08 14:09:53#1213525#0.233#0106000020E61000000100000001030000000100000005000000EE72D733C03D5D409AE40D51013E4A402B77F22BCE3E5D40ECA400493F3E4A4088D0AD7CFB3E5D40D7A41D2F0B3D4A4063C44F2DEC3D5D40D9DE3C0FCD3C4A40EE72D733C03D5D409AE40D51013E4A40#0101000020E61000006DAAD5895D3E5D40F6CBAC16863D4A40#Сибирский#Забайкальский край#Чернышевский#нелесной#2014-11-09#f
230126#2014-11-08 15:47:01#230126#2014-11-08 15:47:01#2116558#0.0681#0106000020E610000001000000010300000001000000070000000BD2CE61A5935340F7564534D13B50406662C281F39453405E87493C093C50401A09C08141965340F6DE4A3C413C5040B34B4CFEC49653400876BAFBB53B5040DED1391E77955340753AB1037E3B5040626E311E2994534009EEB4F3453B50400BD2CE61A5935340F7564534D13B5040#0101000020E610000065143F39359553405DE8A09AC33B5040#Уральский#Ямало-Ненецкий а.о.#Пуровский#лесной#2014-11-09#f
230127#2014-11-08 15:47:01#230127#2014-11-08 15:47:01#1058607#0.2699#0106000020E61000000100000001030000000100000005000000E6DAA37938965340B9173D5C17395040411AA1E185975340BAF946744F395040A22466EE08985340F89BBB23C43850401ADA6396BB965340F19DB9038C385040E6DAA37938965340B9173D5C17395040#0101000020E6100000E59CF0B520975340B990F0BDED385040#Уральский#Ямало-Ненецкий а.о.#Пуровский#нелесной#2014-11-09#f
230128#2014-11-08 15:47:01#230128#2014-11-08 15:47:01#1060995#\N#0106000020E61000000100000001030000000100000005000000C798A2F96F9753408C4B34CCF93450408D429259BD985340C0543BDC313550409B5D731E4099534025E6BC73A634504054AE6CF6F2975340B999C0636E345040C798A2F96F9753408C4B34CCF9345040#0101000020E61000006B06D416589853407D196521D0345040#Уральский#Ямало-Ненецкий а.о.#Пуровский#нелесной#2014-11-09#f
230129#2014-11-08 15:47:01#212242#2014-11-08 15:47:01#3771160#0.205171549898714#0106000020E610000001000000010300000001000000090000006BB7220692B451403CDBEBBCF75F4E4076D1C22BEAB451400498E8E225604E40D118B514B3B551403B6F42A5BA5E4E40C29715CC90B351406F2821FD9B5D4E405F55B9D670B351405074C320D55D4E40A66541B418B35140E162450DA65D4E400B165EB44DB2514045481FEB105F4E400EC3C38B70B451409EE3ED5234604E406BB7220692B451403CDBEBBCF75F4E40#0101000020E6100000C261769000B45140D00A2408E75E4E40#Уральский#Ханты-Мансийский а.о.#Нефтеюганский#лесной#2014-11-09#f
230129#2014-11-08 15:47:01#212242#2014-11-08 21:31:54#3771160#0.205171549898714#0106000020E610000001000000010300000001000000090000006BB7220692B451403CDBEBBCF75F4E4076D1C22BEAB451400498E8E225604E40D118B514B3B551403B6F42A5BA5E4E40C29715CC90B351406F2821FD9B5D4E405F55B9D670B351405074C320D55D4E40A66541B418B35140E162450DA65D4E400B165EB44DB2514045481FEB105F4E400EC3C38B70B451409EE3ED5234604E406BB7220692B451403CDBEBBCF75F4E40#0101000020E6100000C261769000B45140D00A2408E75E4E40#Уральский#Ханты-Мансийский а.о.#Нефтеюганский#лесной#2014-11-09#f
230129#2014-11-08 15:47:01#212242#2014-11-09 06:54:21#3771160#0.205171549898714#0106000020E610000001000000010300000001000000090000006BB7220692B451403CDBEBBCF75F4E4076D1C22BEAB451400498E8E225604E40D118B514B3B551403B6F42A5BA5E4E40C29715CC90B351406F2821FD9B5D4E405F55B9D670B351405074C320D55D4E40A66541B418B35140E162450DA65D4E400B165EB44DB2514045481FEB105F4E400EC3C38B70B451409EE3ED5234604E406BB7220692B451403CDBEBBCF75F4E40#0101000020E6100000C261769000B45140D00A2408E75E4E40#Уральский#Ханты-Мансийский а.о.#Нефтеюганский#лесной#2014-11-09#f
230129#2014-11-08 15:47:01#212242#2014-11-09 08:47:43#3771160#0.205171549898714#0106000020E610000001000000010300000001000000090000006BB7220692B451403CDBEBBCF75F4E4076D1C22BEAB451400498E8E225604E40D118B514B3B551403B6F42A5BA5E4E40C29715CC90B351406F2821FD9B5D4E405F55B9D670B351405074C320D55D4E40A66541B418B35140E162450DA65D4E400B165EB44DB2514045481FEB105F4E400EC3C38B70B451409EE3ED5234604E406BB7220692B451403CDBEBBCF75F4E40#0101000020E6100000C261769000B45140D00A2408E75E4E40#Уральский#Ханты-Мансийский а.о.#Нефтеюганский#лесной#2014-11-09#f
230131#2014-11-08 15:47:01#227456#2014-11-08 15:47:01#3081119#0.0893#0106000020E61000000100000001030000000100000007000000170A5C47AA9A5340F64D718713644D40CBD37FF70A9C5340B7648F2FA5644D40F07673A76A9D53402C4C9D4F36654D40D2ACC7D8E49D534025D677B8FC634D4054FEF7D8849C5340468FA5306B634D40EE12EEF8239B53408B9FAD20D9624D40170A5C47AA9A5340F64D718713644D40#0101000020E6100000ACD4AF56479C5340C36B02E307644D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230131#2014-11-08 15:47:01#227456#2014-11-08 17:27:21#3081119#0.0893#0106000020E61000000100000001030000000100000007000000170A5C47AA9A5340F64D718713644D40CBD37FF70A9C5340B7648F2FA5644D40F07673A76A9D53402C4C9D4F36654D40D2ACC7D8E49D534025D677B8FC634D4054FEF7D8849C5340468FA5306B634D40EE12EEF8239B53408B9FAD20D9624D40170A5C47AA9A5340F64D718713644D40#0101000020E6100000ACD4AF56479C5340C36B02E307644D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230131#2014-11-08 15:47:01#227456#2014-11-08 21:31:54#3081119#0.0893#0106000020E61000000100000001030000000100000007000000170A5C47AA9A5340F64D718713644D40CBD37FF70A9C5340B7648F2FA5644D40F07673A76A9D53402C4C9D4F36654D40D2ACC7D8E49D534025D677B8FC634D4054FEF7D8849C5340468FA5306B634D40EE12EEF8239B53408B9FAD20D9624D40170A5C47AA9A5340F64D718713644D40#0101000020E6100000ACD4AF56479C5340C36B02E307644D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230131#2014-11-08 15:47:01#227456#2014-11-09 05:16:06#3081119#0.0893#0106000020E61000000100000001030000000100000007000000170A5C47AA9A5340F64D718713644D40CBD37FF70A9C5340B7648F2FA5644D40F07673A76A9D53402C4C9D4F36654D40D2ACC7D8E49D534025D677B8FC634D4054FEF7D8849C5340468FA5306B634D40EE12EEF8239B53408B9FAD20D9624D40170A5C47AA9A5340F64D718713644D40#0101000020E6100000ACD4AF56479C5340C36B02E307644D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230131#2014-11-08 15:47:01#227456#2014-11-09 06:54:21#3081119#0.0893#0106000020E61000000100000001030000000100000007000000170A5C47AA9A5340F64D718713644D40CBD37FF70A9C5340B7648F2FA5644D40F07673A76A9D53402C4C9D4F36654D40D2ACC7D8E49D534025D677B8FC634D4054FEF7D8849C5340468FA5306B634D40EE12EEF8239B53408B9FAD20D9624D40170A5C47AA9A5340F64D718713644D40#0101000020E6100000ACD4AF56479C5340C36B02E307644D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230131#2014-11-08 15:47:01#227456#2014-11-09 07:05:06#3081119#0.0893#0106000020E61000000100000001030000000100000007000000170A5C47AA9A5340F64D718713644D40CBD37FF70A9C5340B7648F2FA5644D40F07673A76A9D53402C4C9D4F36654D40D2ACC7D8E49D534025D677B8FC634D4054FEF7D8849C5340468FA5306B634D40EE12EEF8239B53408B9FAD20D9624D40170A5C47AA9A5340F64D718713644D40#0101000020E6100000ACD4AF56479C5340C36B02E307644D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230132#2014-11-08 15:47:01#227456#2014-11-08 15:47:01#1543758#\N#0106000020E6100000010000000103000000010000000500000074B557179E9B534015325F779D614D403F93379FFE9C53409A1A70AF2F624D40FBE4AC78789D534023298EA8F5604D40A3C9C518189C5340E5029F3863604D4074B557179E9B534015325F779D614D40#0101000020E61000003386B64B8B9C5340186CBE8049614D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230132#2014-11-08 15:47:01#227456#2014-11-08 17:27:21#1543758#\N#0106000020E6100000010000000103000000010000000500000074B557179E9B534015325F779D614D403F93379FFE9C53409A1A70AF2F624D40FBE4AC78789D534023298EA8F5604D40A3C9C518189C5340E5029F3863604D4074B557179E9B534015325F779D614D40#0101000020E61000003386B64B8B9C5340186CBE8049614D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230132#2014-11-08 15:47:01#227456#2014-11-08 21:31:54#1543758#\N#0106000020E6100000010000000103000000010000000500000074B557179E9B534015325F779D614D403F93379FFE9C53409A1A70AF2F624D40FBE4AC78789D534023298EA8F5604D40A3C9C518189C5340E5029F3863604D4074B557179E9B534015325F779D614D40#0101000020E61000003386B64B8B9C5340186CBE8049614D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230132#2014-11-08 15:47:01#227456#2014-11-09 05:16:06#1543758#\N#0106000020E6100000010000000103000000010000000500000074B557179E9B534015325F779D614D403F93379FFE9C53409A1A70AF2F624D40FBE4AC78789D534023298EA8F5604D40A3C9C518189C5340E5029F3863604D4074B557179E9B534015325F779D614D40#0101000020E61000003386B64B8B9C5340186CBE8049614D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230132#2014-11-08 15:47:01#227456#2014-11-09 06:54:21#1543758#\N#0106000020E6100000010000000103000000010000000500000074B557179E9B534015325F779D614D403F93379FFE9C53409A1A70AF2F624D40FBE4AC78789D534023298EA8F5604D40A3C9C518189C5340E5029F3863604D4074B557179E9B534015325F779D614D40#0101000020E61000003386B64B8B9C5340186CBE8049614D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230132#2014-11-08 15:47:01#227456#2014-11-09 07:05:06#1543758#\N#0106000020E6100000010000000103000000010000000500000074B557179E9B534015325F779D614D403F93379FFE9C53409A1A70AF2F624D40FBE4AC78789D534023298EA8F5604D40A3C9C518189C5340E5029F3863604D4074B557179E9B534015325F779D614D40#0101000020E61000003386B64B8B9C5340186CBE8049614D40#Сибирский#Томская обл.#Каргасокский#лесной#2014-11-09#f
230133#2014-11-08 15:47:01#228041#2014-11-08 15:47:01#1521435#1.1725#0106000020E6100000010000000103000000010000000500000039BAE74C9CD2534026DD3B0F93F34C4019DBD6DCF2D353405C3A49671EF44C40FF00312A65D4534050B35958E4F24C403AA28C020ED353400E298A8058F24C4039BAE74C9CD2534026DD3B0F93F34C40#0101000020E610000086152D9580D35340C9A08A843BF34C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230133#2014-11-08 15:47:01#228041#2014-11-08 21:31:54#1521435#1.1725#0106000020E6100000010000000103000000010000000500000039BAE74C9CD2534026DD3B0F93F34C4019DBD6DCF2D353405C3A49671EF44C40FF00312A65D4534050B35958E4F24C403AA28C020ED353400E298A8058F24C4039BAE74C9CD2534026DD3B0F93F34C40#0101000020E610000086152D9580D35340C9A08A843BF34C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230133#2014-11-08 15:47:01#228041#2014-11-09 05:16:06#1521435#1.1725#0106000020E6100000010000000103000000010000000500000039BAE74C9CD2534026DD3B0F93F34C4019DBD6DCF2D353405C3A49671EF44C40FF00312A65D4534050B35958E4F24C403AA28C020ED353400E298A8058F24C4039BAE74C9CD2534026DD3B0F93F34C40#0101000020E610000086152D9580D35340C9A08A843BF34C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230133#2014-11-08 15:47:01#228041#2014-11-09 06:54:21#1521435#1.1725#0106000020E6100000010000000103000000010000000500000039BAE74C9CD2534026DD3B0F93F34C4019DBD6DCF2D353405C3A49671EF44C40FF00312A65D4534050B35958E4F24C403AA28C020ED353400E298A8058F24C4039BAE74C9CD2534026DD3B0F93F34C40#0101000020E610000086152D9580D35340C9A08A843BF34C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230133#2014-11-08 15:47:01#228041#2014-11-09 07:05:06#1521435#1.1725#0106000020E6100000010000000103000000010000000500000039BAE74C9CD2534026DD3B0F93F34C4019DBD6DCF2D353405C3A49671EF44C40FF00312A65D4534050B35958E4F24C403AA28C020ED353400E298A8058F24C4039BAE74C9CD2534026DD3B0F93F34C40#0101000020E610000086152D9580D35340C9A08A843BF34C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230134#2014-11-08 15:47:01#228040#2014-11-08 15:47:01#2489354#0.977272611063894#0106000020E61000000100000001030000000100000009000000D20957F6D3B953407BD404F6BDD54C40D848CFC62FBA5340B408909DE4D54C40C6AC51EE02BA5340718C09D65DD64C408DF94E0666BB53403810163EF0D64C40FB56B119DCBB53400B28F5E1B0D54C40D5D7FAEF7FBB534083504AC88AD54C40EA7AC3F9ABBB53401ADBEF7913D54C40E650AF294ABA5340F5E0074A7ED44C40D20957F6D3B953407BD404F6BDD54C40#0101000020E610000045F2BCB9D7BA5340B6B916EAB7D54C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230134#2014-11-08 15:47:01#228040#2014-11-08 21:31:54#2489354#0.977272611063894#0106000020E61000000100000001030000000100000009000000D20957F6D3B953407BD404F6BDD54C40D848CFC62FBA5340B408909DE4D54C40C6AC51EE02BA5340718C09D65DD64C408DF94E0666BB53403810163EF0D64C40FB56B119DCBB53400B28F5E1B0D54C40D5D7FAEF7FBB534083504AC88AD54C40EA7AC3F9ABBB53401ADBEF7913D54C40E650AF294ABA5340F5E0074A7ED44C40D20957F6D3B953407BD404F6BDD54C40#0101000020E610000045F2BCB9D7BA5340B6B916EAB7D54C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230134#2014-11-08 15:47:01#228040#2014-11-09 06:54:21#2489354#0.977272611063894#0106000020E61000000100000001030000000100000009000000D20957F6D3B953407BD404F6BDD54C40D848CFC62FBA5340B408909DE4D54C40C6AC51EE02BA5340718C09D65DD64C408DF94E0666BB53403810163EF0D64C40FB56B119DCBB53400B28F5E1B0D54C40D5D7FAEF7FBB534083504AC88AD54C40EA7AC3F9ABBB53401ADBEF7913D54C40E650AF294ABA5340F5E0074A7ED44C40D20957F6D3B953407BD404F6BDD54C40#0101000020E610000045F2BCB9D7BA5340B6B916EAB7D54C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230134#2014-11-08 15:47:01#228040#2014-11-09 07:05:06#2489354#0.977272611063894#0106000020E61000000100000001030000000100000009000000D20957F6D3B953407BD404F6BDD54C40D848CFC62FBA5340B408909DE4D54C40C6AC51EE02BA5340718C09D65DD64C408DF94E0666BB53403810163EF0D64C40FB56B119DCBB53400B28F5E1B0D54C40D5D7FAEF7FBB534083504AC88AD54C40EA7AC3F9ABBB53401ADBEF7913D54C40E650AF294ABA5340F5E0074A7ED44C40D20957F6D3B953407BD404F6BDD54C40#0101000020E610000045F2BCB9D7BA5340B6B916EAB7D54C40#Сибирский#Томская обл.#Парабельский#нелесной#2014-11-09#f
230136#2014-11-08 17:27:21#227478#2014-11-08 17:27:21#1019129#0.0238#0106000020E6100000010000000103000000010000000500000098DD72799C454E402F13EA8E6AD24D40EE0E63B1D1474E40050DE476BBD24D400737A5FE72484E40A3AC21699ED14D405D0BA3EE3D464E40D2CE1F894DD14D4098DD72799C454E402F13EA8E6AD24D40#0101000020E61000004A4B65C507474E40F5DCCA7F04D24D40#Уральский#Свердловская обл.#Серов#лесной#2014-11-09#f
230136#2014-11-08 17:27:21#227478#2014-11-08 17:27:21#1019129#0.0238#0106000020E6100000010000000103000000010000000500000098DD72799C454E402F13EA8E6AD24D40EE0E63B1D1474E40050DE476BBD24D400737A5FE72484E40A3AC21699ED14D405D0BA3EE3D464E40D2CE1F894DD14D4098DD72799C454E402F13EA8E6AD24D40#0101000020E61000004A4B65C507474E40F5DCCA7F04D24D40#Уральский#Свердловская обл.#Серовский#лесной#2014-11-09#f
230137#2014-11-08 17:27:21#227478#2014-11-08 17:27:21#1018615#0.1539#0106000020E610000001000000010300000001000000050000001AAE6939AB444E40F964E67EDECF4D4046BF6CF1DF464E40D05EE0662FD04D40235D7D8681474E4014E8137912CF4D4032CB7DF64C454E40440A1299C1CE4D401AAE6939AB444E40F964E67EDECF4D40#0101000020E6100000AD49506916464E402D13C37F78CF4D40#Уральский#Свердловская обл.#Серов#нелесной#2014-11-09#f
230137#2014-11-08 17:27:21#227478#2014-11-08 17:27:21#1018615#0.1539#0106000020E610000001000000010300000001000000050000001AAE6939AB444E40F964E67EDECF4D4046BF6CF1DF464E40D05EE0662FD04D40235D7D8681474E4014E8137912CF4D4032CB7DF64C454E40440A1299C1CE4D401AAE6939AB444E40F964E67EDECF4D40#0101000020E6100000AD49506916464E402D13C37F78CF4D40#Уральский#Свердловская обл.#Серовский#нелесной#2014-11-09#f
230138#2014-11-08 17:27:21#230138#2014-11-08 17:27:21#1019305#0.9486#0106000020E6100000010000000103000000010000000500000007614DE9094A4E40A7C8E736DDCB4D40C8AB39613E4C4E4077A6E9162ECC4D407058BF3EDF4C4E401546270911CB4D402CCCADD6AA4A4E4044682529C0CA4D4007614DE9094A4E40A7C8E736DDCB4D40#0101000020E610000018114B97744B4E4008D7982077CB4D40#Уральский#Свердловская обл.#Серов#нелесной#2014-11-09#f
230139#2014-11-08 17:27:21#230139#2014-11-08 17:27:21#1022266#0.0762#0106000020E61000000100000001030000000100000005000000B2D527B152084E405A2EFA8E0A2E4D4007112531730A4E40D044F9FE5D2E4D4055BDFC4E130B4E4067BD1059412D4D404E55EB0EF3084E40632DFCE8ED2C4D40B2D527B152084E405A2EFA8E0A2E4D40#0101000020E610000032E0280DB3094E40812057F6A52D4D40#Уральский#Свердловская обл.#Красноуральск#лесной#2014-11-09#f
230140#2014-11-08 17:27:21#230140#2014-11-08 17:27:21#2138562#0.1912#0106000020E61000000100000001030000000100000007000000A4703D0A57A34D405B3F1E76B69C4C40CBCF57DA73A54D401C180EBE0F9D4C40B5F536AA91A74D405F3223F6689D4C40440CC73536A84D40463DE9E9489C4C40BE29B4C518A64D40F7EAE3A1EF9B4C403287CD95FBA34D409B60EE49969B4C40A4703D0A57A34D405B3F1E76B69C4C40#0101000020E6100000B6398D91C6A54D40C0F2CDAF7F9C4C40#Уральский#Свердловская обл.#Шалинский#лесной#2014-11-09#f
230141#2014-11-08 17:27:21#230141#2014-11-08 17:27:21#2039918#0.0852#0106000020E6100000010000000103000000010000000700000095D5743D51D74E40A096930EDE004D4074C363FD6ED94E4067EF8CB62A014D4029E25BF58CDB4E409396804E77014D4091A19DB21EDC4E404A2E7BE958004D40EED68DD200DA4E4029BF77610C004D40B5D29432E3D74E406E9E6EC9BFFF4C4095D5743D51D74E40A096930EDE004D40#0101000020E61000008A266409B8D94E406F66318C9B004D40#Уральский#Свердловская обл.#Алапаевский#лесной#2014-11-09#f
230142#2014-11-08 17:27:21#227395#2014-11-08 17:27:21#1398234#0.0517#0106000020E61000000100000001030000000100000005000000F46F55E1285A504072E49A6543694E4022E15A719A5B5040F3878F1D8E694E400205A41EDE5B5040F10170A24C684E40D4939E8E6C5A5040C34D5F3202684E40F46F55E1285A504072E49A6543694E40#0101000020E610000082E45F86035B50403F446118C8684E40#Уральский#Ханты-Мансийский а.о.#Кондинский#лесной#2014-11-09#f
